usage_month,billing_account_id,project.id,project.number,service.description,service.id,location.location,location.region,carbon_model_version,carbon_footprint_total_kgCO2e.location_based,carbon_footprint_total_kgCO2e.market_based,carbon_footprint_kgCO2e.scope1,carbon_footprint_kgCO2e.scope2.location_based,carbon_footprint_kgCO2e.scope2.market_based,carbon_footprint_kgCO2e.scope3
2025-07-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,europe-west1,europe-west1,v2025.1,1537.256,1132.988,19.22,612.527,208.259,905.509
2025-07-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,asia-southeast1,asia-southeast1,v2025.1,1517.601,1231.265,18.646,596.534,310.198,902.422
2025-07-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContainerOrchestration,CCD8-9BF1-2044,us-central1,us-central1,v2025.1,1466.376,1131.854,19.318,576.762,242.24,870.296
2025-07-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,LoadBalancing,5490-F7B7-8DF6,global,global,v2025.1,638.171,449.797,2.972,313.956,125.582,321.242
2025-07-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContentDelivery,95FF-2EF5-5EA1,global,global,v2025.1,732.665,537.103,3.657,325.937,130.375,403.071
2025-07-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,EventMessaging,A1E8-BE35-7EBC,global,global,v2025.1,514.35,368.262,2.67,243.479,97.392,268.201
2025-07-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,US,us,v2025.1,1848.188,1428.169,7.252,700.031,280.013,1140.904
2025-07-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,EU,eu,v2025.1,751.996,544.605,2.438,296.273,88.882,453.285
2025-07-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,772.802,610.016,3.707,271.31,108.524,497.785
2025-07-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,EU,eu,v2025.1,302.576,227.39,1.325,107.409,32.223,193.842
2025-07-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,us-central1,us-central1,v2025.1,713.19,541.927,1.949,295.282,124.018,415.959
2025-07-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,europe-west1,europe-west1,v2025.1,317.832,231.174,1.054,131.301,44.642,185.478
2025-07-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,Logging,5490-F7B7-8DF6,global,global,v2025.1,350.711,270.478,1.445,133.722,53.489,215.544
2025-07-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,us-central1,us-central1,v2025.1,992.534,739.438,11.11,436.373,183.277,545.051
2025-07-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,europe-west4,europe-west4,v2025.1,265.579,182.73,3.351,111.958,29.109,150.269
2025-07-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,557.289,421.097,6.533,234.814,98.622,315.942
2025-07-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,295.584,232.629,1.108,104.925,41.97,189.552
2025-07-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,europe-west1,europe-west1,v2025.1,377.648,271.211,4.441,161.269,54.831,211.938
2025-07-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,us-central1,us-central1,v2025.1,388.004,296.726,4.754,157.375,66.098,225.875
2025-07-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,InMemoryCache,ABCD-1234-9876,europe-west1,europe-west1,v2025.1,242.954,175.437,3.175,102.299,34.782,137.479
2025-07-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ArtifactRegistry,2D43-CB89-6AAB,europe-west1,europe-west1,v2025.1,113.15,88.626,0.412,37.157,12.634,75.581
2025-07-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,Monitoring,5490-F7B7-8DF6,global,global,v2025.1,169.91,130.022,0.604,66.48,26.592,102.826
2025-08-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,3222.384,2439.198,38.298,1350.32,567.135,1833.765
2025-08-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,europe-west1,europe-west1,v2025.1,1557.488,1123.846,18.125,657.033,223.391,882.33
2025-08-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,asia-southeast1,asia-southeast1,v2025.1,1520.224,1215.812,17.453,634.191,329.779,868.58
2025-08-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContainerOrchestration,CCD8-9BF1-2044,us-central1,us-central1,v2025.1,1390.42,1067.418,16.181,556.899,233.897,817.34
2025-08-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,LoadBalancing,5490-F7B7-8DF6,global,global,v2025.1,602.644,426.391,3.011,293.755,117.502,305.878
2025-08-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContentDelivery,95FF-2EF5-5EA1,global,global,v2025.1,720.323,523.811,1.978,327.521,131.008,390.824
2025-08-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,EventMessaging,A1E8-BE35-7EBC,global,global,v2025.1,495.71,349.882,2.041,243.047,97.219,250.622
2025-08-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,US,us,v2025.1,1709.997,1328.887,6.07,635.183,254.073,1068.743
2025-08-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,EU,eu,v2025.1,718.772,527.25,3.482,273.602,82.081,441.688
2025-08-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,725.987,573.231,3.458,254.592,101.837,467.937
2025-08-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,EU,eu,v2025.1,280.935,213.401,0.87,96.477,28.943,183.587
2025-08-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,us-central1,us-central1,v2025.1,691.595,522.548,2.045,291.46,122.413,398.09
2025-08-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,europe-west1,europe-west1,v2025.1,307.977,223.276,1.388,128.336,43.634,178.253
2025-08-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,Logging,5490-F7B7-8DF6,global,global,v2025.1,350.67,271.785,1.106,131.476,52.59,218.089
2025-08-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,us-central1,us-central1,v2025.1,929.928,702.742,11.904,391.7,164.514,526.324
2025-08-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,europe-west4,europe-west4,v2025.1,255.053,172.452,3.143,111.622,29.022,140.288
2025-08-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,549.815,421.71,5.962,220.871,92.766,322.982
2025-08-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,296.429,235.064,1.599,102.276,40.91,192.554
2025-08-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,europe-west1,europe-west1,v2025.1,370.913,265.359,3.923,159.93,54.376,207.06
2025-08-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,us-central1,us-central1,v2025.1,371.606,280.413,4.657,157.23,66.037,209.719
2025-08-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,InMemoryCache,ABCD-1234-9876,europe-west1,europe-west1,v2025.1,243.321,176.745,2.844,100.872,34.297,139.604
2025-08-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ArtifactRegistry,2D43-CB89-6AAB,europe-west1,europe-west1,v2025.1,112.962,88.297,0.308,37.37,12.706,75.283
2025-08-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,Monitoring,5490-F7B7-8DF6,global,global,v2025.1,174.85,136.044,0.766,64.677,25.871,109.407
2025-09-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,3268.845,2513.053,39.6,1303.091,547.298,1926.154
2025-09-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,europe-west1,europe-west1,v2025.1,1643.331,1200.068,19.402,671.61,228.348,952.319
2025-09-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,asia-southeast1,asia-southeast1,v2025.1,1601.261,1292.463,18.103,643.329,334.531,939.83
2025-09-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContainerOrchestration,CCD8-9BF1-2044,us-central1,us-central1,v2025.1,1494.454,1150.813,19.416,592.486,248.844,882.552
2025-09-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,LoadBalancing,5490-F7B7-8DF6,global,global,v2025.1,612.774,426.274,3.153,310.833,124.333,298.789
2025-09-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContentDelivery,95FF-2EF5-5EA1,global,global,v2025.1,790.382,575.182,3.078,358.667,143.467,428.637
2025-09-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,EventMessaging,A1E8-BE35-7EBC,global,global,v2025.1,535.821,383.738,1.949,253.472,101.389,280.401
2025-09-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,US,us,v2025.1,1848.211,1405.654,9.339,737.595,295.038,1101.277
2025-09-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,EU,eu,v2025.1,784.385,566.73,2.46,310.937,93.281,470.988
2025-09-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,780.321,617.603,2.748,271.196,108.478,506.377
2025-09-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,EU,eu,v2025.1,315.238,239.331,1.451,108.438,32.531,205.349
2025-09-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,us-central1,us-central1,v2025.1,753.882,572.781,1.908,312.244,131.143,439.731
2025-09-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,europe-west1,europe-west1,v2025.1,341.105,252.449,0.94,134.328,45.671,205.837
2025-09-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,Logging,5490-F7B7-8DF6,global,global,v2025.1,396.916,308.936,1.574,146.633,58.653,248.708
2025-09-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,us-central1,us-central1,v2025.1,1022.229,773.402,12.851,429.012,180.185,580.365
2025-09-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,europe-west4,europe-west4,v2025.1,292.37,200.711,3.5,123.863,32.204,165.007
2025-09-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,633.335,486.242,6.827,253.608,106.515,372.9
2025-09-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,334.952,261.844,1.533,121.848,48.739,211.572
2025-09-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,europe-west1,europe-west1,v2025.1,434.276,312.872,5.318,183.946,62.542,245.013
2025-09-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,us-central1,us-central1,v2025.1,416.265,315.175,5.034,174.294,73.204,236.937
2025-09-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,InMemoryCache,ABCD-1234-9876,europe-west1,europe-west1,v2025.1,275.025,197.064,3.503,118.123,40.162,153.399
2025-09-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ArtifactRegistry,2D43-CB89-6AAB,europe-west1,europe-west1,v2025.1,134.687,104.422,0.621,45.857,15.591,88.21
2025-09-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,Monitoring,5490-F7B7-8DF6,global,global,v2025.1,189.932,146.215,0.618,72.861,29.144,116.452
2025-10-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,3394.604,2613.015,40.642,1347.568,565.979,2006.394
2025-10-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,europe-west1,europe-west1,v2025.1,1638.537,1209.644,20.027,649.838,220.945,968.673
2025-10-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,asia-southeast1,asia-southeast1,v2025.1,1583.057,1272.198,18.714,647.623,336.764,916.72
2025-10-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContainerOrchestration,CCD8-9BF1-2044,us-central1,us-central1,v2025.1,1552.377,1175.285,16.539,650.159,273.067,885.679
2025-10-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,LoadBalancing,5490-F7B7-8DF6,global,global,v2025.1,671.115,476.692,2.64,324.038,129.615,344.437
2025-10-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContentDelivery,95FF-2EF5-5EA1,global,global,v2025.1,785.763,579.908,2.909,343.091,137.236,439.763
2025-10-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,EventMessaging,A1E8-BE35-7EBC,global,global,v2025.1,543.561,384.279,2.385,265.469,106.188,275.706
2025-10-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,US,us,v2025.1,1978.534,1503.158,5.832,792.292,316.917,1180.41
2025-10-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,EU,eu,v2025.1,852.89,623.213,2.91,328.11,98.433,521.871
2025-10-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,870.7,691.861,2.486,298.064,119.226,570.149
2025-10-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,EU,eu,v2025.1,339.23,256.653,1.465,117.966,35.39,219.798
2025-10-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,us-central1,us-central1,v2025.1,810.12,623.064,2.574,322.509,135.454,485.037
2025-10-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,europe-west1,europe-west1,v2025.1,350.478,256.686,1.35,142.109,48.317,207.019
2025-10-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,Logging,5490-F7B7-8DF6,global,global,v2025.1,412.569,319.336,2.096,155.389,62.156,255.084
2025-10-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,us-central1,us-central1,v2025.1,1122.659,853.162,12.816,464.649,195.153,645.193
2025-10-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,europe-west4,europe-west4,v2025.1,301.924,207.183,3.722,128.028,33.287,170.174
2025-10-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,661.442,508.197,8.825,264.216,110.971,388.401
2025-10-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,358.244,279.652,1.122,130.986,52.394,226.136
2025-10-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,europe-west1,europe-west1,v2025.1,459.58,333.939,5.042,190.366,64.724,264.173
2025-10-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,us-central1,us-central1,v2025.1,470.664,353.537,5.048,201.943,84.816,263.673
2025-10-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,InMemoryCache,ABCD-1234-9876,europe-west1,europe-west1,v2025.1,295.305,208.951,3.5,130.84,44.486,160.965
2025-10-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ArtifactRegistry,2D43-CB89-6AAB,europe-west1,europe-west1,v2025.1,143.409,111.814,0.484,47.872,16.276,95.053
2025-10-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,Monitoring,5490-F7B7-8DF6,global,global,v2025.1,203.24,156.482,0.939,77.929,31.172,124.371
2025-11-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,3542.501,2704.195,42.444,1445.356,607.05,2054.701
2025-11-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,europe-west1,europe-west1,v2025.1,1677.58,1210.377,17.815,707.884,240.68,951.881
2025-11-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,asia-southeast1,asia-southeast1,v2025.1,1662.456,1334.828,19.063,682.558,354.93,960.834
2025-11-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContainerOrchestration,CCD8-9BF1-2044,us-central1,us-central1,v2025.1,1615.612,1225.127,17.407,673.25,282.765,924.956
2025-11-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,LoadBalancing,5490-F7B7-8DF6,global,global,v2025.1,684.312,486.764,3.427,329.246,131.698,351.639
2025-11-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContentDelivery,95FF-2EF5-5EA1,global,global,v2025.1,828.805,608.811,4.436,366.656,146.663,457.713
2025-11-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,EventMessaging,A1E8-BE35-7EBC,global,global,v2025.1,576.11,416.932,2.602,265.296,106.119,308.212
2025-11-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,US,us,v2025.1,2105.604,1607.468,5.518,830.227,332.091,1269.859
2025-11-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,EU,eu,v2025.1,865.244,636.058,3.384,327.409,98.223,534.451
2025-11-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,878.62,694.001,4.611,307.698,123.079,566.31
2025-11-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,EU,eu,v2025.1,356.715,265.5,1.518,130.308,39.092,224.889
2025-11-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,us-central1,us-central1,v2025.1,884.18,678.034,3.515,355.424,149.278,525.242
2025-11-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,europe-west1,europe-west1,v2025.1,385.99,279.32,1.368,161.621,54.951,223.001
2025-11-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,Logging,5490-F7B7-8DF6,global,global,v2025.1,428.354,330.563,1.932,162.984,65.194,263.437
2025-11-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,us-central1,us-central1,v2025.1,1170.834,887.127,13.452,489.149,205.443,668.232
2025-11-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,europe-west4,europe-west4,v2025.1,318.954,219.156,3.625,134.862,35.064,180.468
2025-11-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,728.257,561.961,9.424,286.717,120.421,432.115
2025-11-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,374.646,294.929,1.448,132.862,53.145,240.336
2025-11-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,europe-west1,europe-west1,v2025.1,478.683,344.698,5.49,203.007,69.022,270.185
2025-11-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,us-central1,us-central1,v2025.1,460.093,352.236,5.389,185.961,78.104,268.743
2025-11-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,InMemoryCache,ABCD-1234-9876,europe-west1,europe-west1,v2025.1,308.114,221.465,4.149,131.287,44.637,172.679
2025-11-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ArtifactRegistry,2D43-CB89-6AAB,europe-west1,europe-west1,v2025.1,147.686,115.408,0.61,48.905,16.628,98.171
2025-11-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,Monitoring,5490-F7B7-8DF6,global,global,v2025.1,220.65,170.403,0.676,83.745,33.498,136.229
2025-12-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,3709.649,2845.836,44.615,1489.332,625.52,2175.702
2025-12-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,europe-west1,europe-west1,v2025.1,1845.661,1341.604,24.001,763.722,259.665,1057.938
2025-12-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ComputeVM,6F81-5844-456A,asia-southeast1,asia-southeast1,v2025.1,1791.568,1452.436,20.121,706.525,367.393,1064.921
2025-12-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContainerOrchestration,CCD8-9BF1-2044,us-central1,us-central1,v2025.1,1736.967,1327.128,20.237,706.618,296.779,1010.112
2025-12-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,LoadBalancing,5490-F7B7-8DF6,global,global,v2025.1,717.272,509.269,2.887,346.671,138.669,367.714
2025-12-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,ContentDelivery,95FF-2EF5-5EA1,global,global,v2025.1,903.823,668.723,4.602,391.833,156.733,507.388
2025-12-01,7429AC-18F0B7-63D9E2,ssp-bidding-prod,483920174615,EventMessaging,A1E8-BE35-7EBC,global,global,v2025.1,645.473,458.863,3.143,311.016,124.407,331.313
2025-12-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,US,us,v2025.1,2244.89,1723.291,11.904,869.331,347.732,1363.654
2025-12-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,DataWarehouse,24E6-581D-38E5,EU,eu,v2025.1,975.134,712.467,4.838,375.237,112.571,595.058
2025-12-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,944.268,738.539,3.206,342.882,137.153,598.18
2025-12-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,ObjectStorage,95FF-2EF5-5EA1,EU,eu,v2025.1,404.246,304.67,2.222,142.252,42.676,259.772
2025-12-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,us-central1,us-central1,v2025.1,959.917,733.115,2.828,391.036,164.235,566.052
2025-12-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,StreamBatchProcessing,956B-484D-6C42,europe-west1,europe-west1,v2025.1,410.276,300.526,1.45,166.288,56.538,242.538
2025-12-01,7429AC-18F0B7-63D9E2,ssp-data-prod,730284916528,Logging,5490-F7B7-8DF6,global,global,v2025.1,476.663,369.61,1.969,178.421,71.368,296.273
2025-12-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,us-central1,us-central1,v2025.1,1327.707,996.674,15.223,570.747,239.714,741.737
2025-12-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,MachineLearning,B092-4C12-5AD8,europe-west4,europe-west4,v2025.1,357.138,241.713,4.497,155.979,40.555,196.661
2025-12-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ComputeVM,6F81-5844-456A,us-central1,us-central1,v2025.1,762.958,583.011,8.546,310.254,130.306,444.159
2025-12-01,7429AC-18F0B7-63D9E2,ssp-ml-prod,268451790336,ObjectStorage,95FF-2EF5-5EA1,US,us,v2025.1,421.654,333.334,1.109,147.201,58.88,273.344
2025-12-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,europe-west1,europe-west1,v2025.1,544.429,397.091,6.868,223.239,75.901,314.321
2025-12-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ManagedRelationalDatabase,9662-B51E-5089,us-central1,us-central1,v2025.1,511.117,389.87,5.959,209.047,87.8,296.112
2025-12-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,InMemoryCache,ABCD-1234-9876,europe-west1,europe-west1,v2025.1,319.658,230.6,4.143,134.936,45.878,180.578
2025-12-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,ArtifactRegistry,2D43-CB89-6AAB,europe-west1,europe-west1,v2025.1,160.3,126.277,0.639,51.551,17.527,108.111
2025-12-01,7429AC-18F0B7-63D9E2,ssp-shared-infra,914638205771,Monitoring,5490-F7B7-8DF6,global,global,v2025.1,229.232,175.608,0.919,89.373,35.749,138.94
